2022-05-07 15:40:23,300 INFO    MainThread:110524 [wandb_setup.py:_flush():76] Loading settings from C:\Users\jack0\.config\wandb\settings
2022-05-07 15:40:47,814 INFO    MainThread:110524 [wandb_init.py:init():688] run started, returning control to user process
2022-05-07 15:40:47,817 INFO    MainThread:110524 [wandb_run.py:_config_callback():1136] config_cb None None {'total_epochs': 3, 'batch_size': 128, 'learning_rate': 0.005, 'num_classes': 10, 'hidden_size': 100}
2022-05-07 15:40:47,818 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:40:47,818 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:41:06,617 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:41:06,625 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:41:06,626 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:41:10,517 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:41:10,541 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:41:10,542 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:41:11,698 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:41:11,700 INFO    MainThread:110524 [wandb_watch.py:watch():47] Watching
2022-05-07 15:41:11,709 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:41:11,709 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:41:13,147 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:41:13,152 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:41:13,153 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:41:14,103 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:41:14,900 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:41:14,901 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:44:56,317 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:44:56,321 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:44:56,322 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:51:22,146 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:51:22,157 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:51:22,158 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:51:39,211 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:51:39,221 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:51:39,223 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:51:48,679 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:51:48,702 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:51:48,702 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:54:23,682 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:54:23,687 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:54:23,688 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:55:20,795 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:56:03,213 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:56:03,213 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:59:51,197 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 15:59:51,202 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 15:59:51,204 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 15:59:53,973 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 16:00:48,236 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 16:00:48,236 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 16:02:45,086 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 16:02:49,908 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 16:02:49,909 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 16:03:35,380 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 16:03:35,382 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 16:03:35,383 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 16:03:36,404 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 16:03:36,407 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 16:03:36,407 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 16:03:37,542 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 16:04:58,297 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 16:04:58,297 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
2022-05-07 16:04:58,857 INFO    MainThread:110524 [wandb_init.py:_resume_backend():350] resuming backend
2022-05-07 16:05:02,360 INFO    MainThread:110524 [wandb_init.py:_pause_backend():341] pausing backend
2022-05-07 16:05:02,360 INFO    MainThread:110524 [jupyter.py:save_ipynb():377] not saving jupyter notebook
